,Song,Artist,Genre,Lyrics
942,Whatever It Is,Zac Brown Band,Country,"She's got eyes that cut you like a knife And lips that taste like sweet red wine And her pretty legs go to heaven every time She got a gentle way that puts me at ease When she walks in a room I can hardly breathe Got a devastating smile knock a grown man to his knees  She's got whatever it is It blows me away She's everything I want to say to a woman But I couldn't find the words to say She's got whatever it is I don't know what to do And every time I try and tell her how I feel It comes out ""I love you"" You got whatever it is  You know I've never been the type that would ever want to stay Bring 'em home at night and they're gone the next day But that all changed when she walked into my life People ask me what it is I tell them I don't know There's just something about the woman makes my heart go haywire She's gonna be my wife She's got whatever it is It blows me away She's everything I want to say to a woman But I couldn't find the words to say She's got whatever it is I don't know what to do And every time I try and tell her how I feel It comes out ""I love you"" You got whatever it is  When she loves me Girl that's how I feel When she loves me I'm on top of the world Because when she loves me I can live forever When she loves me I am untouchable  She's got whatever it is It blows me away She's everything I want to say to a woman But I couldn't find the words to say She's got whatever it is I don't know what to do And every time I try and tell her how I feel It comes out ""I love you"" (I do) You got whatever it is Oh, you got whatever it is9EmbedShare URLCopyEmbedCopy"
943,As She’s Walking Away,Zac Brown Band,Country,"We never spoke a word, but every thought she had, I heard From across the room If we were standin' face to face, I couldn't find the words to say Give me one more move  I don't even know her name I guess foolish pride's to blame  Now I'm fallin' in love as she's walkin' away And my heart won't tell my mind To tell my mouth what it should say We may have lost this battle, live to fight another day Now I'm fallin' in love as she's walkin' away-ay-ay  Wise man next to me did say, 'bout the one that got away Son, I missed my chance Don't you let regret take place of the dreams you have to chase Ask her to dance, go on son  You might fall down on your face Roll the dice and have some faith And don't be fallin' in love as she's walkin' away When your heart won't tell your mind To tell your mouth what it should say We may have lost this battle, live to fight another day Don't be fallin' in love as she's walkin' away-ay-ay   You might fall down on your face Roll the dice and have some faith  And don't be fallin' in love as she's walkin' away When your heart won't tell your mind To tell your mouth what it should say We may have lost this battle, live to fight another day Don't be fallin', fallin' in, fallin' in love As she’s walkin' away-ay-ay-ay, hey-ey-ey6EmbedShare URLCopyEmbedCopy"
944,Castaway,Zac Brown Band,Country,"Pour me another one Make it a strong one We’re gonna have some fun tonight I wanna be a castaway And leave the world behind Take a tropic holiday Say goodbye to keeping time Wasting away down by the coast Pacifico and chasing lime Easy living down in paradise Pour me another one Make it a strong one We’re gonna have some fun tonight Just like the other one Make it a double rum We’re gonna castaway tonight I'm in an island state of mind Don't think I’m ever gonna leave I'd rather stay and watch the waves Move the sand beneath my feet Reggae on the radio Laying low and feeling high Easy living down in paradise Pour me another one Make it a strong one We're gonna have some fun tonight Just like the other one Make it a double rum We're gonna castaway tonight  Castaway Ride the waves like we’re young 'Cause time flies by and soon we'll be older It's better to live in the moment Than stuck in the past Fast asleep as the world passes by Ay ay yo Where reality is history Oh yo eh Come and castaway with me Ay ay yo The good times are free and Nobody can take that away Oh yo eh Come and castaway with me Pour me another one (Smiling in the islands, I’ve been) Make it a strong one We’re gonna have some fun tonight (For a little while I’ll be a castaway Gonna let the sun shine in) Just like the other one (Smiling in the islands, I’ve been) Make it a double rum We’re gonna castaway tonight (For a little while I’ll be a castaway Gonna let the sunshine in) Pour me another one (Smiling in the islands, I've been) Make it a strong one We’re gonna have some fun tonight (For a little while I'll be a castaway Gonna let the sunshine in) Just like the other one (Smiling in the islands, I've been) Make it a double rum We’re gonna castaway tonight (For a little while I’ll be a castaway, castaway Gonna let the sunshine in) (Smiling in the islands, I’ve been Make it a strong one We’re gonna have some fun tonight)3EmbedShare URLCopyEmbedCopy"
945,Real Thing,Zac Brown Band,Country,"It was in a crystal bottle on his desk He'd save it for the times to not forget I missed the way he'd share with me The things that he held true While the lessons rolled around his 80 proof All it took was...  One sip and it blew my mind Those good ol' boys sure make it right Knowing smooth whiskey takes some time Ain't nothing like the real thing And you can't go back once you get a taste Everything is second rate I'm talking genuine Made in the USA Ain't nothing like the real thing  Real thing There ain't nothing like the real thing baby There ain't nothing like the... Real thing There ain't nothing like the real thing baby  I thought I'd been in love a time or two Didn't know that I was lost till I met you And I could tell that every other girl was history Never knew how real could feel till you found me All it took was... One kiss, and you blew my mind An All-American kind of fine You a know a, good woman is hard to find Ain't nothing like the real thing And you can't go back once you get a taste Everyone is second rate I'm talking genuine Made in the USA Ain't nothing like the real thing  The real thing There ain't nothing like the real thing baby There ain't nothing like the... Real thing There ain't nothing like the real thing baby There ain't nothing like the... Real thing There ain't nothing like the real thing baby There ain't nothing like the... Real thing There ain't nothing like the real thing baby There ain't nothing...  You know a, great song is hard to find The right words and the perfect rhyme 'Cause we, all feel the same inside We're all looking for the real thing You know you're not the same once you hear it play There's nothing else that can replace What's genuine Made in the USA Ain't nothing like the real thing I'm talking genuine Made in the USA Ain't nothing like the real thing   Real thing There ain't nothing like the real thing baby There ain't nothing like the... Real thing There ain't nothing like the real thing babyEmbedShare URLCopyEmbedCopy"
946,From Now On,Zac Brown Band,Country,"I saw the sun begin to dim And felt that winter wind blow cold A man learns who is there for him When the glitter fades and the walls won't hold 'Cause from then, rubble What remains can only be what's true If all was lost, it's more I've gained 'Cause it led me back to you  And from now on, these eyes will not be blinded by the lights From now on, what's waited 'til tomorrow starts tonight, tonight And let this promise in me start like an anthem in my heart From now on, from now on  I drank champagne with kings and queens The politicians praised my name But those are someone else's dreams The pitfalls of the man I became For years and years, I chased their cheers At the crazy speed of always needing more But when I stop and see you here I remember who all this was for And from now on, these eyes will not be blinded by the lights And from now on, what's waited 'til tomorrow starts tonight It starts tonight And let this promise in me start like an anthem in my heart From now on, from now on, from now on  And we will come back home And we will come back home, home again And we will come back home And we will come back home, home again And we will come back home And we will come back home, home again  From now on, these eyes will not be blinded by the lights And from now on, what's waited 'til tomorrow starts tonight It starts tonight And let this promise in me start like an anthem in my heart From now on, from now on, from now on  And we will come back home And we will come back home, home again And we will come back home And we will come back home, home again From now on, from now on, home again1EmbedShare URLCopyEmbedCopy"
947,Free,Zac Brown Band,Country,"So we live in our old van Travel all across this land Me and you We'll end up hand in hand Somewhere down on the sand Just me and you  Just as free Free as we'll ever be Just as free Free as we'll ever be  We drive until the city lights Dissolve into a country sky Just me and you Lay underneath the harvest moon Do all the things that lovers do Just me and you  Just as free Free as we'll ever be Just as free Free as we'll ever be No, we don't have a lot of money No, we don't have a lot of money No, we don't have a lot of money All we need is love  Just as free Free as we'll ever be Just as free Free as we'll ever be  So we live in our old van Travel all across this land Me and you4EmbedShare URLCopyEmbedCopy"
948,Roots,Zac Brown Band,Country,"My first best friend was a 6 string Took him with me everywhere I go When I was 18, bought a Dodge van Found a drummer and made the road my home  Ooh, I wouldn't change a thing It made the man I am today  My roots always keep me grounded Roots, remind me where I'm from Even when I'm a thousand miles away from my roots I'm home  Every Friday, you could find me At Dixie Tavern, playin' with my band We'd start the show with a round of whiskey And play our hearts out and wished it'd never end  Ooh, I wouldn't change a thing It made the man I am today My roots always keep me grounded Roots, remind me where I'm from Even when I'm a thousand miles away from my roots I'm home  We'd get 'em singin' ""Don't Stop Believing"" Then follow up with a cold beer on a Friday night Always dreamin' one day we'd play with All our heroes we cover every night  Flyin' high all our dreams came true You've given me wings  And roots, always keep me grounded Roots, remind me where I'm from Even when I'm a thousand miles away from my roots I'm home My roots, always keep me grounded Roots, remind me where I'm from My roots, even when I'm a thousand miles away from my roots I'm home Don't give up Hold on a little longer What don't kill you Only makes you stronger Don't give up Hold on a little longer What don't kill you Only makes you stronger Don't give up Hold on a little longer What don't kill you Only makes you stronger Don't give up Hold on a little longer What don't kill you Only makes you stronger Don't give up Hold on a little longer What don't kill you Only gives you stronger roots1EmbedShare URLCopyEmbedCopy"
949,Sweet Annie,Zac Brown Band,Country,"I've been burning bright For so long I can't remember Pretty girls and late night bars seem to be my line of work Believe me when I say, I can't stay this high forever This man has had all he can stand, time to lay this body down  Sweet Annie Can I stay with you a while? 'Cause this road's been putting miles on my heart Sweetheart I've been living in a fantasy But one day, lightning will strike And my bark will lose its bite But don't give up on me Sweet Annie  Sweet Annie I know I promised you a life But with an empty bed and the words I said don't carry any weight If I could take back yesterday, find a way to start it over Turn around, put that bottle down and I'd pray it's not too late  Sweet Annie Can I stay with you a while? 'Cause this road's been putting miles on my heart Sweetheart I've been living in a fantasy But one day, lightning will strike And my bark will lose its bite But don't give up on me What will be will be Sweet Annie Turn out the light These hands they long to hold you Fall all over you All over again Come a little closer so I can show you My heart still beats fast for you All over, and over again  Sweet Annie Can I stay with you a while? 'Cause this road's been putting miles on my heart Sweetheart I've been living in a fantasy But one day, lightning will strike And my bark will lose its bite But don't give up on me Sweet Annie12EmbedShare URLCopyEmbedCopy"
950,Dress Blues,Zac Brown Band,Country,"What can you see from your window? I can't see anything from mine Flags on the side of the highway Scripture on grocery store signs Maybe eighteen is too early Maybe thirty or forty is too Did you get your chance to make peace with the man Before he sent down his angels for you?  Mamas and grandmamas love you 'Cause that's all they know how to do You never planned on the bombs in the sand Or sleeping in your dress blues  Your wife said this all would be funny When you came back home in a week You'd turn twenty-two and we'd celebrate you In a bar or a tent by the creek Your baby would just about be here Your very last tour would be up But you won't be back, they're all dressing in black Drinking sweet tea in Styrofoam cups Mamas and grandmamas love you American boys hate to lose You never planned on the bombs in the sand Or sleeping in your dress blues  Now the high school gymnasium's ready Full of flowers and old legionnaires Nobody showed up to protest They just sniffle and stare There's red, white and blue in the rafters There's silent old men from the corps What did they say when they shipped you away To give all in some God awful war?  Nobody here could forget you You showed us what we had to lose You never planned on the bombs in the sand Or sleeping in your dress blues Oh, you never planned on the bombs in the sand Or sleeping in your dress blues  You never planned on the bombs in the sand Or sleeping in your dress blues1EmbedShare URLCopyEmbedCopy"
951,Leaving Love Behind,Zac Brown Band,Country,"Although the years have changed now And we go by different names I remember the sound of our roof in the rain And my mind goes back in time To a place so far gone Where the love we left behind us Was still new We were listening to a record On the end of your bed Not giving thought to where it was all going And I wished right then and there so badly I could read your mind Just so I could know the things that you were knowing  I believe, yes I do The hardest part is always leaving love behind I believe, yes I do That everything we lose Will be a gift in time But the hardest part is leaving love behind  When it was time to say goodbye Those words came down like stones I admit for so long after It was hard to feel at home We would hear the highway’s song Shifting down in the night I was grateful that the echoes broke the quiet I believe, yes I do The hardest part is always leaving love behind I believe, yes I do That everything we lose Will be a gift in time But the hardest part is leaving love behind  The sun fades on me now And I miss you like words can’t know And I missed my shot at dying young a long time ago It’s just a lesson learned in love It's not angry, it's not sad Sometimes you gotta lose something To know what you have  I believe (I believe), yes I do The hardest part is always leaving love behind I believe (I believe), yes I do Oh, that everything we lose Will be a gift in time (I believe), I believe, (Yes I do) The hardest part is leaving love behindEmbedShare URLCopyEmbedCopy"
952,Goodbye In Her Eyes,Zac Brown Band,Country,"I could tell that it was over When her lips met mine There was an emptiness in her voice Hesitation when she smiled She didn't have to say a word It was just so plain to see She'd found what she'd been looking for And I knew it wasn't me  I saw goodbye in her eyes I don't think I can change it There's no way to disguise We will never make it  Sometimes I feel like a clown Can't wash off his makeup The life she wanted, it was gone Prince Charming I wasn't But I would trade a thousand Babylons To be in her arms tomorrow Oh, but like the tide, her love has come and gone And it's time for me to go I saw goodbye in her eyes I don't think I can change it There's no way to disguise We will never make it (now she sees right through me) Should I hold on to what we have got? Is it just a waste of time? One thing that I know for sure I saw goodbye in her eyes I saw goodbye in her eyes  I know you got somebody new now All my candles have burned out He is going to love the way you shine (so did I) So did I So don't smile at me if it ain't what you mean (Goodbye)  With that goodbye in your eyes I know that I can't change it (now you see right through me) There's no way to disguise We will never make it I saw goodbye in your eyes I know that I can't change it (now you see right through me goodbye in your eyes) Should I hold on? We will never make it (now you see right through me goodbye in your eyes) Should I hold on? Is it just a waste of time? One thing that I know for sure I saw goodbye in your eyes I saw goodbye in your eyes I know that it's over5EmbedShare URLCopyEmbedCopy"
953,Let It Go,Zac Brown Band,Country,"Spent the night with a friend of mine and a handle of good whiskey We picked guitars and talked about how the glory days we missed them And it didn't take too long to find the truth inside that bottle Cast a sea so long ago was a message from my father  You keep your heart above your head and your eyes wide open So this world can't find a way to leave you cold And know you're not the only ship out on the ocean Save your strength for things that you can change Forgive the ones you can't You've got to let them go  Looking back now on my life, I can't say I regret it And all the places that I ended up, not the way Ma would have had it But you only get one chance at life to leave your mark upon it And when a pony comes riding by you, better set your sweet ass on it  You keep your heart above your head and your eyes wide open So this world can't find a way to leave you cold And know you're not the only ship out on the ocean Save your strength for things that you can change Forgive the ones you can't You've got to let them go  Like a sweet sunset in Georgia, let it go And like the fear that grabs a hold of you, let it go Let it go  You keep your heart above your head and your eyes wide open So this world can't find a way to leave you cold And know you're not the only ship out on the ocean Save your strength for things that you can change Forgive the ones you can't You've got to let them go3EmbedShare URLCopyEmbedCopy"
954,Keep Me in Mind,Zac Brown Band,Country,"How come all the pretty girls like you are taken baby I've been looking for someone like you to save me Life's too easy to be so damn complicated Take your time and I'll be waiting  Keep me in mind Somewhere down the road, you might get lonely Keep me in mind And I pray someday that you will love me only  I think about you somedays And the way I would lay and waste a day after day with you We always go our separate ways But no one can love you baby the way I do   Well, the world can be real tough Find shelter in me If there's no one else to love Keep me in mind If ever you wanted me, I'll be your man I'd be a fool to let you go with someone else Whatever you want from me, I'll be your man I'd give it all up just to have you for myself  Well, the world can be real tough Why don't you hold on to me When there's no one else to love  Keep me in mind (Keep me in mind) And I'll hold you, darling (Keep me in mind) I'll be your man (Keep me in mind) I'll hold you, darling (Keep me in mind) Come on little mama Put it on me3EmbedShare URLCopyEmbedCopy"
955,Your Majesty,Zac Brown Band,Country,"First time I saw you, I just couldn’t look away Found what I’d been lookin’ for, but I couldn’t stay But my heart was full and my eyes, they could not believe How you wrapped your arms around me Your majesty  I wanna slow it down where the water’s deep Get that Northern healing washing over me Made me better man And it’s plain to see The nature of your beauty puts my mind at ease  Uh, oh (Uh, oh) Oooh Uh, oh (Uh,oh)  Now I’m flyin’ in to meet you, I can hardly wait Do you know how much I’ve missed you since I’ve been away Bringin' all my love from Georgia, and I'm gonna lay Under endless skies of emerald light, we can drift away  I wanna slow it down where the water’s deep Get that Northern healing washing over me Made me better man And it’s plain to see The nature of your beauty puts my mind at ease And I’m humbled in the presence of your majesty Uh, oh (Uh, oh) Oooh Uh, oh (Uh,oh) Uh, oh (Uh, oh) Oooh Uh, oh (Uh,oh)  You can have it all Burn all my things To be at your feet And kneel before my queen  Now I’m gonna stay out where the air is clean ‘Cause I’ve freed myself from these city streets Found a better man waking inside of me The nature of your beauty puts my mind at ease And I’m humbled in the presence of your majesty And I kneel down in the presence of Your majesty  Ooh! Uh, oh (Uh, oh) Oooh Uh, oh (Uh, oh) Uh, oh, oh-oh Uh, oh (Uh, oh) Oh, ohEmbedShare URLCopyEmbedCopy"
956,Start Over,Zac Brown Band,Country,"Darlin', pack a suitcase Let's get away and start over Smoke a J by the waves while we sip on some ice cold Corona Let's take it back in the day to when we first knew it was over Let's take time to fall in love again  Let's turn off our phones just for tonight It's been way too long since it's been just you and I We got so caught up in life that we lost that fire Baby, I know we can light it up again  Darlin', pack a suitcase Let's get away and start over Smoke a J by the waves while we sip on some ice cold Corona Let's take it back in the day to when we first knew it was over Let's take time to fall in love again (Take time to fall in love again)  Let's catch the first plane that leaves to the sea I'll go anywhere just as long as you're there with me And you see it won't take no time to get back that fire Baby, I know we can light it up again Darlin', pack a suitcase Let's get away and start over Smoke a J by the waves while we sip on some ice cold Corona Let's take it back in the day to when we first knew it was over Let's take time to fall in love again (Take time to fall in love again)  Fall in love again Fall in love again Let's make love again Let take time to fall in love again  Won't you sing it with me now? Darlin', pack a suitcase Let's get away and start over Smoke a J by the waves while we sip on some ice cold Corona Let's take it back in the day to when we first knew it was over Let's take time to fall in love again (Take time to fall in love again) Let's take time to fall in love again (Take time to fall in love again) Let's take time to fall in love again (Take time to fall in love again)EmbedShare URLCopyEmbedCopy"
957,Jump Right In,Zac Brown Band,Country,"The Southern wind sings again an island lullaby  Baby powder beach under my feet has got me rolling And the breeze through crackling leaves like a daytime campfire burning And the ship is off to sea And the wake it is a churning As the southern wind sings again an island lullaby  You can jump right in Let the music pull you in You can jump right in Oh, and lose yourself again As the southern wind sings again an island lullaby  There's a place the locals go and no one knows where to find it And the river starts to flow inside the clouds of Misty Mountain The water from this stone below becomes a blue-green fountain As the southern wind sings again an island lullaby  You can jump right in Let the music pull you in You can jump right in Oh, and lose yourself again As the southern wind sings again an island lullaby You can find me where the music meets the ocean If you get the notion Stop on by and play a while A simple tune to get your love light glowing Keep your heart wide open Disappear just like the tide Let it roll on by  And jump right in Let the music pull you in You can jump right in Oh, and lose yourself again As the southern wind sings again an island lullaby  The Southern wind sings again an island lullaby Island lullaby2EmbedShare URLCopyEmbedCopy"
958,Jolene,Zac Brown Band,Country,"Cocaine flame in my bloodstream Sold my coat when I hit Spokane  Bought myself a hard pack of cigarettes In the early morning rain Lately my hands they don't feel like mine My eyes been stung with dust and blind Held you in my arms one time Lost you just the same  Jolene Well, I'm not about to go straight, it's too late And I found myself face down in the ditch Booze in my hair, blood on my lips A picture of you holding a picture of me In the pocket of my blue jeans Still don't know what love means Still don't know what love means  Jolene Jolene It's been so long since I've seen your face Or felt a part of this human race I've been living out of this here suitcase For way too long Man needs something he can hold onto Nine pound hammer or a woman like you Either one of them things will do  Jolene Well, I'm not about to go straight, it's too late And I found myself face down in the ditch Booze in my hair, blood on my lips A picture of you holding a picture of me In the pocket of my blue jeans Still don't know what love means Still don't know what love means  Jolene Jolene  Cocaine flame in my bloodstream Sold my coat when I hit Spokane3EmbedShare URLCopyEmbedCopy"
959,Junkyard (v2),Zac Brown Band,Country,"I have lived in a junkyard Where the weeds eat up the rain If you get anything there out of place You know there's hell to pay  And he said, ""You're as sick as you are lovely And in need of a hand."" He tells me, ""You are never worthy,"" But I was just a child, you see? That was my reality  He had a sick little girl Dirty and hard, with a breast plate made of metal She drives all day in her rusty Buick And her feet don't reach the pedals Got a jar of flies, father's disguise Where his heart should be Her mouth is sewn together She screams with those eyes (Screams with those eyes) She screams with those eyes  ""She fell sick, she is lovely And in need of my hand."" (Yeah he uses his hands) He tells her, ""You are never worthy."" She was all alone, you see? That was her reality Yeah, when I should have been sleeping Should have been dreaming But I wake up to broken glass There'll be one more empty desk in my homeroom class I got an old bone pocket knife tight in my right hand To save my poor mother from the junkyard man!  He's as sick as she is lovely And in need of a hand He will know he's not worthy When he dies alone, you see? That's his reality  I'm not sick, I am lovely Hatred is the curse of man I will not feel unworthy Because I have washed my hands, you see? That's my realityEmbedShare URLCopyEmbedCopy"
960,All Alright,Zac Brown Band,Country,"Made me grow Then you cut me down A north wind on a garden growing You made me think you were mine Then you changed your mind I'm lost as a feather In a hurricane There's no way to measure If I'll ever OK, OK let me tell you  There's no good reason why I can't move on I lay my heart on these tracks When your train comes along  And it was all alright Now it's all, all wrong That's just how It goes when you're gone  You may not realize All the lies at the time but The truth will find you Storm is going to come Going to wash you away like Sodom and Gomorrah There's no good reason why I can't move on I lay my heart on these tracks When your train comes along  And it was all alright Now it's all, all wrong That's just how It goes when you're wrong   Go out in circles Like an old golden bed As cold as the pillow By your empty nightstand Then something comes over me I lose my head I guess god did not make me A one woman man  I'd have a lot to give If I still gave a damn That's just how It goes when you're wrong And it was all alright Now it's all all wrong But that's just how It goes when you're gone  And it was all alright Now it's all wrong And that's just how It goes when you're gone When you're gone When you're long long gone5EmbedShare URLCopyEmbedCopy"
961,The Man Who Loves You the Most,Zac Brown Band,Country,"Most nights I try to pack Got you climbin' on my back Sayin', ""Daddy, when am I gonna see you again?"" You know I gotta go out on the road And get on with the show So most nights, your mama's gonna tuck you in  When you're missin' me, look at the stars up there I'll be wishin' on the same ones, and singin' this father's prayer  I hope you see the Seven Wonders I hope you sail the Seven Seas I hope you let the whole world in your heart But you still got room for me I hope you find a guy that treats you right On your wedding night, I'll raise a toast Hope he understands I'll always be the man that loves you the most  Summer's gone and school is back It's my turn to help you pack I'll keep your room exactly how it is I know you gotta go out on your own I'm so proud of you, you know You're the best thing that this old man ever did When I'm missin' you and all the stars come out Sing this prayer when the quiet gets too loud  I hope you see the Seven Wonders I hope you sail the Seven Seas I hope you let the whole world in your heart But you still got room for me I hope you find a guy that treats you right On your wedding night, I'll raise a toast Hope he understands I'll always be the man who loves you the most  Trust your gut, hold your own But allow for doubting too Forgive the wrongs and love yourself That's the hardest thing to do If your back's against the wall, baby Come on home I'm always here for you  And when you've seen the Seven Wonders When you sail the Seven Seas When you change the whole world with your heart I hope you think of me When I go to sing my final song Hope you celebrate and raise a toast If you cry, they'll understand For the man who loved you the mostEmbedShare URLCopyEmbedCopy"
962,The Woods,Zac Brown Band,Country,"Na-na, oh, na-na Oh, na-na-na-na-na  One man's trash is another man's treasure One stays gone, one of 'em tryna stay home One man's walls might feel like a prison Some live dying but I'm dying to live it Some folks are stayin' out of the woods, and I'm gettin' in 'em  Don't judge a book by its cover, 'cause people look different Don't shut 'em down, you never know what you're missin' Some people fight love, some love fightin' Some lay with the lambs and some roar with the lions  What floats your boat might sink mine And what makes me smile might make you cry You might get low, I might stay high To each their own, ain't that right?  One man's trash is another man's treasure One stays gone, one of 'em tryna stay home (Tryna stay home) One man's walls might feel like a prison Some live dying but I'm dying to live it (Dying to live it) Some folks are stayin' out of the woods, and I'm gettin' in 'em Na-na, oh, na-na Oh, na-na-na-na-na  Some people ballroom dancin', some people twerkin' Some work on trash like a Kardas-trophe surgeon Some mountain don't, some mountain do Some love their monkeys, some have 'em removed  What floats your boat might sink mine And what makes me smile might make you cry You might get low, I might stay high To each their own, ain't that right?  One man's trash is another man's treasure One stays gone, one of 'em tryna stay home (Tryna stay home) One man's walls might feel like a prison Some live dying but I'm dying to live it (Dying to live it) Some folks are stayin' out of the woods, and I'm gettin' in 'em  Na-na, oh, na-na Oh, na-na-na-na-na Na-na, oh, na-na Oh, na-na-na-na-na Na-na, oh, na-na Oh, na-na, oh, na-na Oh, na-na, oh, na-na Oh, na-na-na-na-na What floats your boat might sink mine And what makes me smile might make you cry You might get low, I might stay high To each their own, ain't that right?  One man's trash is another man's treasure One stays gone, one of 'em tryna stay home (Tryna stay home) One man's walls might feel like a prison Some live dying but I'm dying to live it (Dying to live it) Some folks are stayin' out of the woods, and I'm gettin' in 'emEmbedShare URLCopyEmbedCopy"
963,Remedy,Zac Brown Band,Country,"I've been looking for a sound That makes my heart sing Been looking for a melody That makes the church bells ring Not looking for the fame Or the fortune it might bring In love, in music, in life Jesus preached the golden rule Buddha taught it too Gandhi said eye for an eye Makes the whole world go blind With a little understanding We can break these chains that we’ve been handed I've got the medication Love is the remedy Pray to be stronger and wiser Know you get what you give Love one another Amen (amen), amen I've been thinking about the mark That I’ll be leaving Been looking for a truth I can believe in I got everything I need Let this heart be my guide In love, in music, in life I'm not saying I'm a wise man Heaven knows there’s much that I'm still finding Making my way down this winding road Holding on to what I love Yeah, and leaving the rest behind For love, for music, for life Pray to be stronger and wiser Know you get what you give Love one another (Love is the remedy) We're all in this world together Life's a gift that we have to treasure Happiness, now that is the measure Love is the remedy (Love is the remedy) Everyone can be forgiven One love and one religion Open up your heart and listen Love is the remedy Pray to be stronger and wiser And know you get what you give God is love one another Amen (amen), amen, amen (amen)1EmbedShare URLCopyEmbedCopy"
964,Island Song,Zac Brown Band,Country,"Can anybody here pass me a beer And I might keep playing this music that you hear And if you know the song Then come and sing along with me Walking with the beach to my left Sea to my right And I might get faded at the Tiki bar tonight Then I might roll one up Like my name is Bob Yeah, I am going to party like I am a Jamaican  If you really want to know where you can find me I will be unwinding Down in the islands, down in the islands You should loose track of your timing Grab a drink beside me Down in the islands, down in the islands  Can anybody here pass me the rum And we can find somebody who can play the steel drums And if you like this beat then everybody dance with me We got the ladies to the left Fellas, to the right And everybody's faded at the Tiki bar tonight And we are going to dance to the rhythm of the waves While we drink Bacardi by the bonfire flames  You do not need no invitation, no Whoa! If you are looking for relaxation Get away, get away with me Make your destination my location 2EmbedShare URLCopyEmbedCopy"
965,Martin,Zac Brown Band,Country,"He was born in the woods Torn from his home Well, he was naked And destined To be out on his own And he waited in darkness Hoping someone might see From something so rough What a treasure he'd be  Stronger than steel and wood Seen me through the bad and good And when I'm hanging by a string Every little thing Is understood Between Martin and me  Well he's hollow in the middle From the shape that he's in He's either filled up with music Or locked in his shell again And it takes some fine tuning To make him come around But he's a huge piece of me And I'll never put him down  He is a good friend And he has his own voice And you get what you give Sometimes it's just noise But if you treat him well He will last your life long And if you're honest and open Well, he will write you a song (Write you a song, write you a song) EmbedShare URLCopyEmbedCopy"
966,Sic ’Em On A Chicken,Zac Brown Band,Country,"Aha, you thought we were done huh We've got more  Sic 'em on a chicken Sic 'em on a chicken Sic 'em on a chicken and watch them feathers fly  Sic 'em on a chicken Sic 'em on a chicken Break out the butter and the flour we're ready to fry  My dog Pete is the smallest dog of all the dogs in my yard He's a mean son of a bitch Drinks Beam and water from a broken mason jar  And we sic 'em on a chicken Sic 'em on a chicken Sic 'em on a chicken and watch them feathers fly  Sic 'em on a chicken Sic 'em on a chicken Break out the butter and the flour we're ready to fry  I heard this awful noise coming out of the woods (coming out of the woods) I heard chicken screams Know it wasn't going to be good  I think we lost a chicken I think we lost a chicken I think we lost a chicken cos I just heard her cry  I think we lost a chicken I think we lost a chicken But you can get another one for a dollar seventy-nine   Over a couple of years his spurs have grown He wasn't safe to keep around the home When he almost took an eyeball from Lonny's son And I was in the kitchen making fig preserves And I heard that young'n getting kicked in the face And I knew it was the day that that rooster was going to get what he deserved So I chased the chicken I chased the chicken I chased the chicken and Pete hit him from the side  I chased the chicken I chased the chicken Me & Pete suppered on a homemade chicken pot-pie  (That's awesome)  Well sic 'em on a chicken Sic 'em on a chicken Sic 'em on a chicken and watch them feathers fly  Sic 'em on a chicken Sic 'em on a chicken I can smell the kitchen and it's almost supper time  You're damn right I liked my chicken fried, yeah1EmbedShare URLCopyEmbedCopy"
967,Tomorrow Never Comes,Zac Brown Band,Country,"I've been climbing my way through the sky Searching for answers that I'll never find Losing my breath as I fall Learning to fly, letting go of it all Learning to fly, letting go of it all I've been trying to open my eyes Take it all in as the world passes by Getting lost in the twists and the turn Finding these questions inside me still burn Finding these questions inside me still burn  I'm gonna live Like tomorrow never comes There's no end in sight Tonight we black out the sun Better hold on tight Before you know it's gone And live like tomorrow never comes  I keep looking for some kind of sign Trying to hold on in this race against time I can't say where the next bend might be That is the beauty in life's mystery That is the beauty in life's mystery I'm gonna live Like tomorrow never comes There's no end in sight Tonight we black out the sun Better hold on tight Before you know it's gone And live like tomorrow never comes  There's no end in sight For tonight we black out the sun1EmbedShare URLCopyEmbedCopy"
968,You and Islands,Zac Brown Band,Country,"Somethin' like this  Can’t even count the days since we got away Seen our share of ups and downs Got so much going on, the whole world's going wrong I wish that tide could reach us now  And wash away All the gray If you got the time I got the place  Let's get back to you and islands Bahama breeze blowing through your hair Starin’ at that blue horizon Close my eyes and I'm right back there I swear I feel the chair sinkin' in the sand Listenin' to the rasta band The love we made that last night Let's get back to you and islands Everything, baby, everything'll be alright Last night, I had a dream, we were in quarantine And all the oceans turned to dust I woke up in a sweat, time hadn't run out yet I heard the tide callin' us  And wash away All the gray If you got the will I got the way  Let’s get back to you and islands Kempinski and the warm salt air Starin’ at that blue horizon Close my eyes and I'm right back there I swear the sun’s settin' bolder and Made us fall in love again I can't forget that last night Let's get back to you and islands Everything, baby, everything’ll be alright  Come and sit in the sun (When the day is done) Let's get back to you and islands Hawaii and a hoo-wee-ho Starin' at that blue horizon There's so many that we still don't know (Ooh, ooh, ooh, ooh)  You and islands Bahama breeze blowing through your hair Starin' at that blue horizon Close my eyes and I'm right back there I swear I feel the chair sinkin' in the sand Listenin' to the rasta band The love we made that last night Let's get back to you and islands Everything baby, everything, baby Everything'll be alright  Oh-ooh-ooh-ooh Oh-ooh-ooh-ooh1EmbedShare URLCopyEmbedCopy"
